Type,Active,Name,Imdb id,Movie Tier,Production Cost,Rank,Price
Actor,TRUE,Hayley Johnson,nm17086216,,,1,5000
Actor,TRUE,Basia Maczka,nm5196823,,,2,5000
Actor,TRUE,Stephanie Ayala,nm14019203,,,3,5000
Actor,TRUE,Mario Beverly,nm9125775,,,4,5000
Actor,TRUE,Heather Bayles,nm14807868,,,5,5000
Actor,TRUE,Nate Taylor,nm7194508,,,6,2500
Actor,TRUE,Ricky Quintana,nm16665630,,,7,2500
Actor,TRUE,Marshare Polk,nm9451858,,,8,2500
Actor,TRUE,Katarina Alaupovic,nm17613629,,,9,2500
Actor,TRUE,Amanda Zuhse,nm13112306,,,10,2500
Actor,TRUE,Laura Allen,nm8318837,,,11,1000
Actor,TRUE,Jarrett Blandin,nm9681739,,,12,1000
Actor,TRUE,Solomon Paulk,nm12483140,,,13,1000
Actor,TRUE,Faith Richardson,nm16788574,,,14,1000
Actor,TRUE,Erica McNary,nm14046880,,,15,1000
,,,,,,,
Movie,TRUE,The Super Mario Galaxy Movie,tt38268408,Blockbuster,150000000,,100000
Director,TRUE,Aaron Horvath,nm1739338,,,,25000
Director,TRUE,Michael Jelenic,nm2398585,,,,25000
Actor,TRUE,Jack Black,nm0085312,,,1,25000
Actor,TRUE,Anya Taylor-Joy,nm5896355,,,2,25000
Actor,TRUE,Chris Pratt,nm0695435,,,3,25000
Actor,TRUE,Keegan-Michael Key,nm1221047,,,4,25000
Actor,TRUE,Charlie Day,nm0206359,,,5,25000
Actor,TRUE,Kevin Michael Richardson,nm0724656,,,6,15000
,,,,,,,
Movie,TRUE,DJ Gabe: The Movie,tt38565044,Indie,5000000,,25000
Director,TRUE,Gabriel Winters,nm15206409,,,,5000
Actor,TRUE,Ben Atkin,nm17732590,,,1,5000
Actor,TRUE,Darien Dybowski,nm17732587,,,2,5000
Actor,TRUE,Max Finnie,nm17732584,,,3,5000
Actor,TRUE,Tyrell Holden,nm17732594,,,4,5000
Actor,TRUE,Aaron Hubbard,nm17732593,,,5,5000
Actor,TRUE,Atlas Hubbard,nm15206408,,,6,2500
Actor,TRUE,Shannon Hubbard,nm17732585,,,7,2500
Actor,TRUE,Braelynn Rynearson,nm17732592,,,8,2500
Actor,TRUE,Braxton Rynearson,nm17732583,,,9,2500
Actor,TRUE,Hadleigh Rynearson,nm17732591,,,10,2500
Actor,TRUE,Kaleb Scheid,nm17732595,,,11,1000
Actor,TRUE,Bella Stone,nm17732588,,,12,1000
Actor,TRUE,Brandon Stone,nm17732586,,,13,1000
Actor,TRUE,Gabriel Winters,nm15206409,,,14,1000
Actor,TRUE,Sam Winters,nm17732589,,,15,1000
,,,,,,,
Movie,TRUE,Machiavelli Story of yum66,tt38584143,Indie,5000000,,25000
Director,TRUE,Brad Romeo Hodge,nm3078249,,,,5000
Actor,TRUE,Hugo Hodge,nm15238977,,,1,5000
,,,,,,,
Movie,TRUE,Six String Sky,tt38625188,Indie,5000000,,25000
Director,TRUE,Jordan Wilson,nm17755972,,,,5000
Actor,TRUE,Max Staines,nm17755973,,,1,5000
Actor,TRUE,Sadie Padiath,nm17755971,,,2,5000
Actor,TRUE,Eric Fiedler,nm17884142,,,3,5000
Actor,TRUE,Dave Staines,nm17884141,,,4,5000
Actor,TRUE,Evan Brubacher,nm17923781,,,5,5000
Actor,TRUE,Jordan Wilson,nm17755972,,,6,2500
,,,,,,,
Movie,TRUE,Insulation,tt38854597,Indie,5000000,,25000
Director,TRUE,Arken Wheeler,nm15273668,,,,5000
Actor,TRUE,Arturo Lalaina,nm17852702,,,1,5000
Actor,TRUE,Andy Sumo,nm17852700,,,2,5000
Actor,TRUE,Rene Fulgence Tovondrainy,nm13755285,,,3,5000
Actor,TRUE,Arken Wheeler,nm15273668,,,4,5000
Actor,TRUE,Lauryelle Wheeler,nm17852701,,,5,5000
,,,,,,,
Movie,TRUE,Sudden Light,tt38973788,Indie,5000000,,25000
Director,TRUE,Gregory Hatanaka,nm0368693,,,,5000
Actor,TRUE,Chris Spinelli,nm0818885,,,1,5000
Actor,TRUE,Lisa London,nm0518739,,,2,5000
Actor,TRUE,Emiko Ishii,nm4316748,,,3,5000
Actor,TRUE,Barry Sattels,nm0433209,,,4,5000
Actor,TRUE,Dawna Lee Heising,nm3148014,,,5,5000
Actor,TRUE,Luca Luca Toumadi,nm10468887,,,6,2500
Actor,TRUE,Masashi Ishizuka,nm3942847,,,7,2500
Actor,TRUE,Bryan Brewer,nm0108122,,,8,2500
Actor,TRUE,Louis DeStefano,nm6221680,,,9,2500
Actor,TRUE,Saint Heart,nm5017177,,,10,2500
Actor,TRUE,Joycelyne Lew,nm0506706,,,11,1000
Actor,TRUE,Scott Hillman,nm3550484,,,12,1000
Actor,TRUE,Johnny Mask,nm0556438,,,13,1000
Actor,TRUE,Sofia Studenikina,nm17559722,,,14,1000
Actor,TRUE,Jay Hewlett,nm2578439,,,15,1000
,,,,,,,
Movie,TRUE,Dialing Death,tt39041929,Indie,5000000,,25000
Director,TRUE,Daniel Tucker,nm11334123,,,,5000
Actor,TRUE,Les Best,nm5222815,,,1,5000
Actor,TRUE,Jaden Wesley Brown,nm14947890,,,2,5000
Actor,TRUE,Frederick Burns,nm17918651,,,3,5000
Actor,TRUE,Ardi Challenger,nm17918647,,,4,5000
Actor,TRUE,James Culp,nm17918648,,,5,5000
Actor,TRUE,Regan Etter,nm17918650,,,6,2500
Actor,TRUE,Chiara McCarty,nm4594573,,,7,2500
Actor,TRUE,Pierce Polomsky,nm16474878,,,8,2500
Actor,TRUE,Reagan Purrington,nm17918645,,,9,2500
Actor,TRUE,Glory Rodriguez,nm12117523,,,10,2500
Actor,TRUE,Cooper Smith,nm16606982,,,11,1000
,,,,,,,
Movie,TRUE,Twin,tt39094274,Indie,5000000,,25000
Director,TRUE,Chris Stokes,nm0831321,,,,5000
Actor,TRUE,Drew Sidora,nm0796676,,,1,5000
Actor,TRUE,Jensen Atwood,nm1654523,,,2,5000
Actor,TRUE,Chrissy Stokes,nm4169986,,,3,5000
Actor,TRUE,Ken Lawson,nm3691225,,,4,5000
Actor,TRUE,Cynthia Moten,nm7392824,,,5,5000
,,,,,,,
Movie,TRUE,"Saucers, Spooks and Kooks",tt39095446,Indie,5000000,,25000
Director,TRUE,Christopher Graybill,nm3591407,,,,5000
Actor,TRUE,Dan Carbone,nm3968644,,,1,5000
,,,,,,,
Movie,TRUE,The Laksman,tt39117217,Indie,5000000,,25000
Director,TRUE,Sierra Clark,nm11754959,,,,5000
Actor,TRUE,Chase Breithoff,nm16556830,,,1,5000
Actor,TRUE,Kevin Toy,nm9942522,,,2,5000
,,,,,,,
Movie,TRUE,Unrequited,tt39132261,Indie,5000000,,25000
Actor,TRUE,Zulay Henao,nm1748489,,,1,5000
Actor,TRUE,Brian White,nm0924552,,,2,5000
Actor,TRUE,Cat Sackett,nm11738914,,,3,5000
Actor,TRUE,Gallienne Nabila,nm17959840,,,4,5000
Actor,TRUE,Loren Paul,nm2079299,,,5,5000
,,,,,,,
Movie,TRUE,Puzzled Literature,tt39176077,Indie,5000000,,25000
Director,TRUE,Lasheda Wallace,nm17594339,,,,5000
Actor,TRUE,Courtney Abbott,nm17594439,,,1,5000
Actor,TRUE,Kevin Baker,nm10461530,,,2,5000
Actor,TRUE,Everette Benton Jr.,nm17594440,,,3,5000
Actor,TRUE,Khaleel Hawkins,nm16344313,,,4,5000
Actor,TRUE,Ronnie Hudson II,nm11288707,,,5,5000
Actor,TRUE,Hunter Jones,nm16603499,,,6,2500
Actor,TRUE,Bluu J King,nm9963005,,,7,2500
Actor,TRUE,Raheem Lavelle,nm17594383,,,8,2500
Actor,TRUE,Ashlee Lawhorn,nm13043953,,,9,2500
Actor,TRUE,Cheterra McCray,nm11747122,,,10,2500
Actor,TRUE,Crystal McGee,nm10819251,,,11,1000
Actor,TRUE,Robert Upton,nm7951669,,,12,1000
Actor,TRUE,Inglish Washington,nm16911130,,,13,1000
Actor,TRUE,Josephine Wells,nm14426907,,,14,1000
,,,,,,,
Movie,TRUE,How to Make a Killing,tt4357198,Indie,5000000,,25000
Director,TRUE,John Patton Ford,nm3621304,,,,5000
Actor,TRUE,Glen Powell,nm1412974,,,1,5000
Actor,TRUE,Margaret Qualley,nm4960279,,,2,5000
Actor,TRUE,Ed Harris,nm0000438,,,3,5000
Actor,TRUE,Andre Jacobs,nm0414325,,,4,5000
Actor,TRUE,Sean Cameron Michael,nm0584206,,,5,5000
Actor,TRUE,Bill Camp,nm0131966,,,6,2500
Actor,TRUE,Joe Vaz,nm1978748,,,7,2500
Actor,TRUE,Robert Hobbs,nm1193091,,,8,2500
Actor,TRUE,Topher Grace,nm0333410,,,9,2500
Actor,TRUE,Zach Woods,nm2046855,,,10,2500
Actor,TRUE,Stevel Marc,nm2987241,,,11,1000
Actor,TRUE,Jessica Henwick,nm3725055,,,12,1000
Actor,TRUE,James Frecheville,nm3306943,,,13,1000
Actor,TRUE,Gabe Gabriel,nm5520267,,,14,1000
Actor,TRUE,Bianca Amato,nm2721016,,,15,1000
,,,,,,,
Movie,TRUE,The Format,tt7584540,Indie,5000000,,25000
Director,TRUE,Vimalraj Jayaseelan,nm5234119,,,,5000
Actor,TRUE,Denny Castiglione,nm5821171,,,1,5000
Actor,TRUE,Giovanni Castiglione,nm5875245,,,2,5000
Actor,TRUE,Alex DeCourville,nm4217490,,,3,5000
Actor,TRUE,John Fecek,nm6243560,,,4,5000
Actor,TRUE,Logan Fry,nm2706291,,,5,5000
Actor,TRUE,Cora Higgins,nm7337268,,,6,2500
Actor,TRUE,Vimalraj Jayaseelan,nm5234119,,,7,2500
Actor,TRUE,Crissy Kolarik,nm5257008,,,8,2500
Actor,TRUE,Beverly Kristy,nm1708887,,,9,2500
Actor,TRUE,Meghana Lynn,nm6206019,,,10,2500
Actor,TRUE,John Maslowski,nm6646992,,,11,1000
Actor,TRUE,Molly Miller,nm5276165,,,12,1000
Actor,TRUE,Tim Novotny,nm5055564,,,13,1000
Actor,TRUE,Deborah Ochwat,nm6457325,,,14,1000
Actor,TRUE,Lynda Santa,nm5474416,,,15,1000
,,,,,,,
Movie,TRUE,Send Help,tt8036976,Indie,5000000,,25000
Director,TRUE,Sam Raimi,nm0000600,,,,5000
Actor,TRUE,Rachel McAdams,nm1046097,,,1,5000
Actor,TRUE,Dylan O'Brien,nm3729721,,,2,5000
Actor,TRUE,Bruce Campbell,nm0132257,,,3,5000
Actor,TRUE,Dennis Haysbert,nm0371660,,,4,5000
Actor,TRUE,Xavier Samuel,nm1882152,,,5,5000
Actor,TRUE,Chris Pang,nm3616779,,,6,2500
Actor,TRUE,Emma Raimi,nm2632521,,,7,2500
Actor,TRUE,Edyll Ismail,nm11590114,,,8,2500
Actor,TRUE,Thaneth Warakulnukroh,nm8649220,,,9,2500
Actor,TRUE,Brad Flett,nm13874494,,,10,2500
,,,,,,,
Movie,TRUE,Night Patrol,tt8637438,Indie,5000000,,25000
Director,TRUE,Ryan Prows,nm1768217,,,,5000
Actor,TRUE,Dermot Mulroney,nm0000551,,,1,5000
Actor,TRUE,Justin Long,nm0519043,,,2,5000
Actor,TRUE,Jermaine Fowler,nm1854664,,,3,5000
Actor,TRUE,CM Punk,nm1516006,,,4,5000
Actor,TRUE,RJ Cyler,nm5518972,,,5,5000
Actor,TRUE,Kim Yarbrough,nm3187683,,,6,2500
Actor,TRUE,Mike Ferguson,nm8279086,,,7,2500
Actor,TRUE,Nicki Micheaux,nm0584777,,,8,2500
Actor,TRUE,Evan Shafran,nm2818129,,,9,2500
Actor,TRUE,Flying Lotus,nm2196468,,,10,2500
Actor,TRUE,Freddie Gibbs,nm6248528,,,11,1000
Actor,TRUE,Zuri Reed,nm4130330,,,12,1000
Actor,TRUE,Colin Young,nm16588674,,,13,1000
Actor,TRUE,YG,nm4396539,,,14,1000
Actor,TRUE,Jon Oswald,nm4880405,,,15,1000
,,,,,,,
Movie,TRUE,The Chronology of Water,tt8667404,Indie,5000000,,25000
Director,TRUE,Kristen Stewart,nm0829576,,,,5000
Actor,TRUE,Imogen Poots,nm1782299,,,1,5000
Actor,TRUE,Thora Birch,nm0000301,,,2,5000
Actor,TRUE,Jim Belushi,nm0000902,,,3,5000
Actor,TRUE,Michael Epp,nm1981574,,,4,5000
Actor,TRUE,Charlie Carrick,nm2901686,,,5,5000
Actor,TRUE,Tom Sturridge,nm0836432,,,6,2500
Actor,TRUE,Jeremy Ang Jones,nm9356204,,,7,2500
Actor,TRUE,Kim Gordon,nm0330371,,,8,2500
Actor,TRUE,Peter Rundle,nm3169113,,,9,2500
Actor,TRUE,Earl Cave,nm5994881,,,10,2500
Actor,TRUE,Anton Lytvynov,nm16640248,,,11,1000
Actor,TRUE,Dominik Gabriel Roseti,nm14203699,,,12,1000
Actor,TRUE,Hal Weaver,nm1756253,,,13,1000
Actor,TRUE,Esme Allen,nm11207753,,,14,1000
Actor,TRUE,Susannah Flood,nm7099497,,,15,1000
,,,,,,,
Movie,TRUE,The Third Parent,tt8702454,Indie,5000000,,25000
Director,TRUE,David Michaels,nm0584317,,,,5000
Actor,TRUE,Rob Lowe,nm0000507,,,1,5000
Actor,TRUE,Crispin Glover,nm0000417,,,2,5000
Actor,TRUE,Roselyn Sanchez,nm0761052,,,3,5000
Actor,TRUE,Bethany Milner,nm11528499,,,4,5000
Actor,TRUE,Rafael de Belligny,nm16698698,,,5,5000
Actor,TRUE,Kevin Ezekiel Ogunleye,nm8354959,,,6,2500
Actor,TRUE,Kudra Owens,nm1245459,,,7,2500
Actor,TRUE,Jack Roberts,nm7668103,,,8,2500
Actor,TRUE,Nikolett Englert,nm17566462,,,9,2500
,,,,,,,
Movie,TRUE,Apollo Jump,tt9212480,Indie,5000000,,25000
Director,TRUE,Matteo Saradini,nm2101007,,,,5000
Actor,TRUE,Sarah J. Bartholomew,nm5790062,,,1,5000
Actor,TRUE,Ezekiel Ajeigbe,nm7052597,,,2,5000
Actor,TRUE,Ottavio Taddei,nm7233424,,,3,5000
Actor,TRUE,Vinny Dreams,nm10292459,,,4,5000
Actor,TRUE,Giulia Sofia Paolucci,nm9112371,,,5,5000
Actor,TRUE,Alessandro Pedrazzi,nm11045934,,,6,2500
